Title,Description,Skill: Active Learning,Skill: Active Listening,Skill: Complex Problem Solving,Skill: Coordination,Skill: Critical Thinking,Skill: Equipment Maintenance,Skill: Equipment Selection,Skill: Installation,Skill: Instructing,Skill: Judgment and Decision Making,Skill: Learning Strategies,Skill: Management of Financial Resources,Skill: Management of Material Resources,Skill: Management of Personnel Resources,Skill: Mathematics,Skill: Monitoring,Skill: Negotiation,Skill: Operation and Control,Skill: Operations Analysis,Skill: Operations Monitoring,Skill: Persuasion,Skill: Programming,Skill: Quality Control Analysis,Skill: Reading Comprehension,Skill: Repairing,Skill: Science,Skill: Service Orientation,Skill: Social Perceptiveness,Skill: Speaking,Skill: Systems Analysis,Skill: Systems Evaluation,Skill: Technology Design,Skill: Time Management,Skill: Troubleshooting,Skill: Writing,Knowledge: Administration and Management,Knowledge: Administrative,Knowledge: Biology,Knowledge: Building and Construction,Knowledge: Chemistry,Knowledge: Communications and Media,Knowledge: Computers and Electronics,Knowledge: Customer and Personal Service,Knowledge: Design,Knowledge: Economics and Accounting,Knowledge: Education and Training,Knowledge: Engineering and Technology,Knowledge: English Language,Knowledge: Fine Arts,Knowledge: Food Production,Knowledge: Foreign Language,Knowledge: Geography,Knowledge: History and Archeology,Knowledge: Law and Government,Knowledge: Mathematics,Knowledge: Mechanical,Knowledge: Medicine and Dentistry,Knowledge: Personnel and Human Resources,Knowledge: Philosophy and Theology,Knowledge: Physics,Knowledge: Production and Processing,Knowledge: Psychology,Knowledge: Public Safety and Security,Knowledge: Sales and Marketing,Knowledge: Sociology and Anthropology,Knowledge: Telecommunications,Knowledge: Therapy and Counseling,Knowledge: Transportation,Ability: Arm-Hand Steadiness,Ability: Auditory Attention,Ability: Category Flexibility,Ability: Control Precision,Ability: Deductive Reasoning,Ability: Depth Perception,Ability: Dynamic Flexibility,Ability: Dynamic Strength,Ability: Explosive Strength,Ability: Extent Flexibility,Ability: Far Vision,Ability: Finger Dexterity,Ability: Flexibility of Closure,Ability: Fluency of Ideas,Ability: Glare Sensitivity,Ability: Gross Body Coordination,Ability: Gross Body Equilibrium,Ability: Hearing Sensitivity,Ability: Inductive Reasoning,Ability: Information Ordering,Ability: Manual Dexterity,Ability: Mathematical Reasoning,Ability: Memorization,Ability: Multilimb Coordination,Ability: Near Vision,Ability: Night Vision,Ability: Number Facility,Ability: Oral Comprehension,Ability: Oral Expression,Ability: Originality,Ability: Perceptual Speed,Ability: Peripheral Vision,Ability: Problem Sensitivity,Ability: Rate Control,Ability: Reaction Time,Ability: Response Orientation,Ability: Selective Attention,Ability: Sound Localization,Ability: Spatial Orientation,Ability: Speech Clarity,Ability: Speech Recognition,Ability: Speed of Closure,Ability: Speed of Limb Movement,Ability: Stamina,Ability: Static Strength,Ability: Time Sharing,Ability: Trunk Strength,Ability: Visual Color Discrimination,Ability: Visualization,Ability: Wrist-Finger Speed,Ability: Written Comprehension,Ability: Written Expression,Skill Profile,Knowledge Profile,Ability Profile
Jewelers and Precious Stone and Metal Workers,"Design, fabricate, adjust, repair, or appraise jewelry, gold, silver, other precious metals, or gems.",2.75,3.0,2.88,2.88,3.0,1.88,2.12,1.0,2.62,2.75,2.38,2.25,2.25,2.38,2.25,2.88,2.5,2.25,1.62,2.38,2.75,1.0,2.38,2.88,2.25,1.0,2.75,2.88,3.0,2.12,2.12,1.75,2.88,2.12,2.62,2.62,2.15,1.11,1.93,2.57,1.72,1.94,3.54,3.3,2.44,2.32,2.47,2.9,2.27,1.12,1.31,1.35,1.48,1.91,2.85,3.16,1.14,2.13,1.29,2.12,3.53,1.55,2.23,2.92,1.33,1.57,1.2,2.17,3.62,2.38,3.0,3.25,2.88,2.25,1.25,2.25,2.0,2.25,3.0,3.75,2.88,2.75,1.25,1.38,1.38,2.25,2.88,2.88,3.38,2.12,2.25,2.5,3.88,1.12,2.62,3.38,3.12,2.88,2.62,1.12,2.88,2.12,2.62,1.62,2.88,1.12,1.38,3.0,3.12,2.25,1.38,1.38,2.12,2.38,2.5,3.12,3.0,1.88,3.0,2.88,"Active Listening, Speaking, Critical Thinking, Reading Comprehension, Monitoring, Social Perceptiveness, Coordination, Complex Problem Solving, Time Management, Active Learning","Customer and Personal Service, Production and Processing, Design, Mechanical, Sales and Marketing, English Language, Mathematics, Administration and Management, Chemistry, Engineering and Technology","Near Vision, Finger Dexterity, Arm-Hand Steadiness, Oral Comprehension, Manual Dexterity, Control Precision, Oral Expression, Visual Color Discrimination, Speech Recognition, Written Comprehension"
Gem and Diamond Workers,"Fabricate, finish, or evaluate the quality of gems and diamonds used in jewelry or industrial tools.",2.5,3.12,2.75,2.62,3.0,2.12,2.62,1.0,2.0,2.88,2.25,2.12,2.25,2.12,2.75,3.0,2.25,2.25,2.5,2.75,2.5,1.0,3.38,2.88,1.88,1.38,2.75,2.75,3.12,2.0,1.88,2.0,2.5,2.0,2.62,2.76,2.28,1.0,1.29,1.48,2.03,2.31,3.57,2.39,2.41,2.68,1.73,3.05,1.08,1.0,1.38,1.64,1.08,1.75,3.01,1.97,1.07,1.84,1.1,1.3,3.21,1.73,1.87,2.99,1.28,2.24,1.17,1.8,3.5,2.12,3.12,3.12,3.12,2.5,1.0,1.12,1.25,1.12,2.5,3.62,3.12,2.5,1.0,1.0,1.0,2.0,2.88,3.0,3.12,2.75,1.88,2.38,4.12,1.12,2.88,3.0,3.0,2.5,2.75,1.0,3.25,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.38,1.25,1.0,1.62,2.25,1.25,3.38,3.0,2.12,2.88,2.5,"Quality Control Analysis, Active Listening, Speaking, Critical Thinking, Monitoring, Reading Comprehension, Judgment and Decision Making, Mathematics, Social Perceptiveness, Service Orientation","Customer and Personal Service, Production and Processing, English Language, Mathematics, Sales and Marketing, Administration and Management, Education and Training, Economics and Accounting, Design, Computers and Electronics","Near Vision, Finger Dexterity, Arm-Hand Steadiness, Visual Color Discrimination, Problem Sensitivity, Deductive Reasoning, Category Flexibility, Flexibility of Closure, Manual Dexterity, Control Precision"
Dental Laboratory Technicians,Construct and repair full or partial dentures or dental appliances.,3.0,3.0,3.0,2.75,3.25,2.25,2.38,1.0,2.75,3.12,2.88,1.88,1.88,2.38,2.0,3.0,2.38,2.75,1.75,3.12,2.38,1.25,2.88,3.38,2.25,2.12,2.38,2.88,3.0,2.25,2.0,1.88,3.25,2.25,2.88,3.78,2.44,1.82,1.71,2.58,1.79,3.01,3.38,3.78,1.96,3.46,2.82,3.64,1.98,1.11,1.17,1.14,1.25,1.38,2.17,3.17,3.61,2.47,1.12,1.91,3.51,1.63,1.81,2.4,1.26,1.9,1.19,1.69,3.88,2.62,3.12,3.88,3.38,2.12,1.0,1.5,1.38,1.62,2.75,4.0,3.0,2.88,1.38,1.0,1.0,2.75,3.0,3.38,3.25,2.0,2.12,2.75,4.0,1.38,2.0,3.12,3.0,2.62,3.0,1.38,3.38,2.12,2.38,1.88,3.25,1.38,1.88,3.12,3.12,2.25,1.0,1.0,2.0,2.38,2.12,3.0,3.62,2.12,3.25,2.75,"Reading Comprehension, Critical Thinking, Time Management, Operations Monitoring, Judgment and Decision Making, Active Listening, Speaking, Active Learning, Monitoring, Complex Problem Solving","Administration and Management, Design, English Language, Medicine and Dentistry, Production and Processing, Education and Training, Customer and Personal Service, Mechanical, Computers and Electronics, Engineering and Technology","Finger Dexterity, Near Vision, Arm-Hand Steadiness, Control Precision, Visualization, Problem Sensitivity, Deductive Reasoning, Information Ordering, Written Comprehension, Selective Attention"
Medical Appliance Technicians,"Construct, maintain, or repair medical supportive devices such as braces, orthotics and prosthetic devices, joints, arch supports, and other surgical and medical appliances.",3.0,3.88,3.38,3.0,3.75,3.0,2.75,1.5,3.0,3.25,2.88,1.88,2.12,2.62,2.75,3.25,2.75,2.75,2.38,3.5,2.88,1.38,3.75,3.62,3.0,1.88,3.12,3.5,3.62,2.88,2.5,2.38,3.0,3.62,3.0,2.95,2.89,2.18,2.76,2.57,2.2,2.63,3.68,3.28,2.15,3.07,2.89,3.47,1.69,1.35,2.06,1.5,1.49,2.21,3.0,3.43,2.73,2.46,1.54,2.87,3.89,2.18,2.65,2.49,1.66,1.81,2.4,1.98,3.75,2.88,3.0,3.38,3.75,3.0,1.0,2.38,1.62,2.25,2.88,3.62,2.88,2.88,1.0,2.0,2.0,3.0,3.5,3.62,3.5,2.88,2.38,3.38,3.88,1.0,2.75,3.88,3.75,3.0,2.88,1.0,3.88,2.12,2.75,2.38,3.0,1.0,1.0,3.5,3.5,2.62,1.0,2.0,2.62,2.88,3.0,3.0,3.75,2.5,3.25,3.0,"Active Listening, Critical Thinking, Quality Control Analysis, Reading Comprehension, Speaking, Troubleshooting, Social Perceptiveness, Operations Monitoring, Complex Problem Solving, Monitoring","Production and Processing, Customer and Personal Service, English Language, Mechanical, Design, Education and Training, Mathematics, Administration and Management, Administrative, Engineering and Technology","Oral Comprehension, Problem Sensitivity, Near Vision, Oral Expression, Deductive Reasoning, Visualization, Arm-Hand Steadiness, Information Ordering, Finger Dexterity, Inductive Reasoning"
Ophthalmic Laboratory Technicians,"Cut, grind, and polish eyeglasses, contact lenses, or other precision optical elements. Assemble and mount lenses into frames or process other optical elements. Includes precision lens polishers or grinders, centerer-edgers, and lens mounters.",2.75,2.88,2.62,2.62,3.0,2.25,2.62,1.0,2.25,3.0,2.5,1.75,1.75,2.5,2.12,3.0,2.12,3.25,1.62,3.12,2.25,1.75,3.12,3.0,2.62,1.75,2.75,2.62,2.88,2.25,2.12,1.75,3.12,2.38,2.75,3.0,2.29,1.49,1.68,1.69,1.64,2.79,3.11,2.04,1.77,2.72,2.71,2.96,1.41,1.12,1.64,1.25,1.2,1.75,3.34,3.35,2.15,2.11,1.15,1.73,3.86,1.68,2.15,2.19,1.55,2.01,1.55,1.74,3.62,2.38,3.0,3.5,3.38,2.88,1.0,1.62,1.62,2.0,2.88,3.62,3.0,2.12,1.0,1.75,1.25,2.12,2.88,3.12,3.5,2.12,2.0,2.88,3.75,1.0,2.12,2.88,2.88,2.12,3.0,1.0,3.25,3.0,3.0,1.75,3.12,1.0,1.0,2.88,3.0,2.25,1.75,2.12,2.0,2.25,2.38,3.0,3.12,3.0,3.0,2.88,"Operation and Control, Operations Monitoring, Quality Control Analysis, Time Management, Reading Comprehension, Critical Thinking, Monitoring, Judgment and Decision Making, Active Listening, Speaking","Production and Processing, Mechanical, Mathematics, Customer and Personal Service, Administration and Management, English Language, Computers and Electronics, Education and Training, Engineering and Technology, Administrative","Near Vision, Arm-Hand Steadiness, Finger Dexterity, Manual Dexterity, Control Precision, Deductive Reasoning, Problem Sensitivity, Information Ordering, Visualization, Selective Attention"
Packaging and Filling Machine Operators and Tenders,Operate or tend machines to prepare industrial or consumer products for storage or shipment. Includes cannery workers who pack food products.,2.38,3.0,2.75,3.0,2.88,2.88,2.0,1.0,2.62,2.75,2.12,1.25,1.25,2.25,2.12,3.12,2.25,3.0,1.0,3.25,2.25,1.12,2.88,2.88,2.38,1.0,2.38,2.88,2.75,2.12,2.12,1.38,2.88,2.75,2.62,2.74,2.36,1.52,1.92,2.23,2.03,2.52,3.06,2.2,2.12,3.2,2.15,3.19,1.38,2.38,1.7,1.55,1.36,2.08,3.06,3.53,1.8,2.59,1.73,2.09,3.76,2.19,3.23,2.37,1.69,1.85,1.63,2.2,3.25,2.88,2.88,3.12,2.88,2.25,1.12,2.12,1.62,2.62,2.88,3.0,3.0,2.25,1.88,2.0,2.12,2.88,2.88,3.0,3.12,2.12,2.0,3.0,3.12,2.0,2.12,3.12,3.12,2.12,3.12,2.0,3.12,3.0,3.0,2.5,3.0,2.0,2.0,3.0,3.0,2.12,2.25,2.5,2.75,2.88,3.0,2.5,3.0,2.5,2.88,2.62,"Operations Monitoring, Monitoring, Active Listening, Coordination, Operation and Control, Reading Comprehension, Critical Thinking, Social Perceptiveness, Equipment Maintenance, Quality Control Analysis","Production and Processing, Mechanical, Public Safety and Security, Education and Training, English Language, Customer and Personal Service, Mathematics, Administration and Management, Personnel and Human Resources, Computers and Electronics","Arm-Hand Steadiness, Oral Comprehension, Oral Expression, Problem Sensitivity, Perceptual Speed, Manual Dexterity, Control Precision, Near Vision, Information Ordering, Flexibility of Closure"
"Painting, Coating, and Decorating Workers","Paint, coat, or decorate articles, such as furniture, glass, plateware, pottery, jewelry, toys, books, or leather.",2.12,2.88,2.12,2.88,2.75,1.5,1.62,1.0,2.12,2.5,2.0,1.5,1.62,2.12,1.88,2.88,2.0,1.5,1.62,2.12,2.0,1.0,2.12,2.75,1.38,1.0,2.38,2.88,2.75,2.0,2.0,1.5,2.62,2.0,2.25,2.32,1.49,1.48,1.04,2.37,1.34,1.82,2.77,2.41,1.29,2.54,1.34,2.97,1.75,1.03,1.35,1.04,1.07,1.32,2.14,1.75,1.37,1.78,1.07,1.54,3.11,1.7,2.24,1.71,1.15,1.5,1.07,1.52,3.5,2.0,2.5,2.62,2.75,2.25,1.12,2.0,1.5,2.38,2.25,3.0,2.25,2.12,1.38,2.0,2.0,2.0,2.75,2.88,3.25,2.0,2.0,2.62,3.62,1.0,2.0,3.0,3.0,2.25,2.0,1.0,3.0,1.38,1.5,1.75,2.5,1.0,1.25,2.88,2.75,2.12,1.38,2.0,2.12,2.0,2.5,3.38,2.25,1.75,2.88,2.12,"Active Listening, Monitoring, Social Perceptiveness, Coordination, Reading Comprehension, Speaking, Critical Thinking, Time Management, Judgment and Decision Making, Service Orientation","Production and Processing, English Language, Customer and Personal Service, Education and Training, Design, Chemistry, Administration and Management, Public Safety and Security, Mathematics, Computers and Electronics","Near Vision, Arm-Hand Steadiness, Visual Color Discrimination, Manual Dexterity, Oral Comprehension, Oral Expression, Problem Sensitivity, Finger Dexterity, Written Comprehension, Information Ordering"
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","Set up, operate, or tend spraying or rolling machines to coat or paint any of a wide variety of products, including glassware, cloth, ceramics, metal, plastic, paper, or wood, with lacquer, silver, copper, rubber, varnish, glaze, enamel, oil, or rust-proofing materials. Includes painters of transportation vehicles such as painters in auto body repair facilities.",2.5,2.62,2.88,2.88,2.75,3.0,2.88,1.12,2.12,2.62,2.62,1.62,1.88,2.0,2.0,3.12,1.88,3.12,1.5,3.62,1.88,1.38,3.12,2.62,3.0,1.12,2.12,2.75,2.62,2.25,2.12,1.38,2.88,2.88,2.25,1.86,1.61,1.03,1.24,2.07,1.36,1.94,2.04,1.43,1.16,2.23,1.89,2.63,1.04,1.02,1.17,1.1,1.04,1.34,1.59,2.99,1.04,1.29,1.09,1.39,2.58,1.35,2.04,1.17,1.14,1.37,1.05,1.45,3.75,2.88,2.88,3.75,3.0,2.62,1.5,3.0,1.62,3.0,3.25,3.25,3.12,2.12,1.75,2.5,2.25,2.62,2.88,3.0,3.62,2.0,2.0,3.0,3.88,1.62,2.0,3.0,2.88,2.0,3.12,2.12,3.0,2.88,2.88,2.75,3.0,1.75,2.12,2.62,2.62,2.38,1.88,2.88,2.62,2.0,3.12,3.75,3.12,2.5,2.75,2.62,"Operations Monitoring, Monitoring, Operation and Control, Quality Control Analysis, Equipment Maintenance, Repairing, Coordination, Complex Problem Solving, Equipment Selection, Troubleshooting","Mechanical, English Language, Production and Processing, Education and Training, Chemistry, Customer and Personal Service, Public Safety and Security, Computers and Electronics, Engineering and Technology, Administration and Management","Near Vision, Arm-Hand Steadiness, Control Precision, Visual Color Discrimination, Manual Dexterity, Finger Dexterity, Far Vision, Flexibility of Closure, Perceptual Speed, Visualization"
Semiconductor Processing Technicians,"Perform any or all of the following functions in the manufacture of electronic semiconductors: load semiconductor material into furnace; saw formed ingots into segments; load individual segment into crystal growing chamber and monitor controls; locate crystal axis in ingot using x-ray equipment and saw ingots into wafers; and clean, polish, and load wafers into series of special purpose furnaces, chemical baths, and equipment used to form circuitry and change conductive properties.",2.5,3.25,2.75,2.88,3.38,2.88,2.38,1.38,2.25,2.88,2.25,1.5,1.62,2.25,1.88,3.25,2.0,2.88,2.12,3.62,2.25,1.62,3.25,3.38,2.5,1.88,2.12,2.88,2.88,2.25,2.0,1.75,2.75,2.88,2.75,2.41,1.82,1.2,1.37,3.24,2.26,3.37,2.97,1.69,1.69,3.26,2.67,3.78,1.28,1.31,1.51,1.31,1.14,1.6,2.87,2.41,2.09,1.89,1.76,1.46,3.9,1.54,3.4,1.62,1.27,2.03,1.97,1.74,3.5,2.38,2.88,3.25,3.25,2.38,1.0,2.13,1.0,2.13,2.63,3.25,2.75,2.38,1.63,2.13,1.75,2.25,3.25,3.13,3.13,2.0,2.25,3.13,3.63,1.63,2.0,3.38,3.25,2.38,3.0,1.63,3.13,2.75,2.38,2.38,2.75,1.63,1.5,2.88,2.88,2.0,1.75,2.25,2.75,2.25,2.63,2.88,3.0,2.0,3.5,3.13,"Operations Monitoring, Reading Comprehension, Critical Thinking, Active Listening, Monitoring, Quality Control Analysis, Speaking, Social Perceptiveness, Coordination, Operation and Control","Production and Processing, English Language, Public Safety and Security, Computers and Electronics, Education and Training, Chemistry, Customer and Personal Service, Mathematics, Engineering and Technology, Administration and Management","Near Vision, Written Comprehension, Arm-Hand Steadiness, Oral Comprehension, Oral Expression, Deductive Reasoning, Inductive Reasoning, Finger Dexterity, Control Precision, Written Expression"
Photographic Process Workers and Processing Machine Operators,Perform work involved in developing and processing photographic images from film or digital media. May perform precision tasks such as editing photographic negatives and prints.,2.88,3.38,3.12,2.75,3.12,2.75,2.75,1.38,2.75,3.0,2.5,2.0,2.12,2.25,2.0,3.12,2.88,3.12,1.5,3.5,2.88,2.38,3.38,3.25,2.38,1.62,3.25,2.88,3.25,2.75,2.5,2.0,3.0,2.88,2.75,2.02,1.75,1.02,1.09,2.58,1.72,3.7,3.93,1.86,1.72,2.26,1.88,3.13,1.99,1.02,1.31,1.09,1.0,2.04,2.25,2.6,1.18,1.74,1.04,1.47,3.14,1.31,1.79,2.53,1.2,1.47,1.02,1.39,3.25,2.5,3.0,3.25,3.25,2.12,1.12,2.12,2.12,2.62,2.75,3.0,3.25,2.5,1.0,1.88,1.88,2.12,3.12,3.25,3.12,2.38,2.38,2.38,3.75,1.25,2.5,3.62,3.5,2.75,3.12,1.0,3.12,2.38,2.5,1.75,3.25,1.0,1.12,3.12,3.0,2.5,1.12,2.38,2.25,2.88,2.5,3.62,3.12,2.0,3.38,3.0,"Operations Monitoring, Active Listening, Quality Control Analysis, Reading Comprehension, Speaking, Service Orientation, Critical Thinking, Monitoring, Complex Problem Solving, Operation and Control","Customer and Personal Service, Computers and Electronics, Production and Processing, English Language, Mechanical, Chemistry, Sales and Marketing, Education and Training, Mathematics, Law and Government","Near Vision, Oral Comprehension, Visual Color Discrimination, Oral Expression, Written Comprehension, Deductive Reasoning, Information Ordering, Flexibility of Closure, Selective Attention, Arm-Hand Steadiness"
Computer Numerically Controlled Tool Operators,"Operate computer-controlled tools, machines, or robots to machine or process parts, tools, or other work pieces made of metal, plastic, wood, stone, or other materials. May also set up and maintain equipment.",2.88,3.12,3.12,2.88,3.62,3.0,2.75,2.12,2.75,3.0,2.62,1.5,1.62,2.38,2.75,3.62,2.0,4.12,2.5,4.12,1.88,2.12,3.38,2.88,3.0,1.62,2.0,2.88,3.0,2.88,2.88,1.75,3.0,3.12,2.62,3.01,2.43,1.29,1.68,2.24,1.88,2.96,2.28,3.09,1.96,3.11,3.29,3.3,1.17,1.12,1.37,1.34,1.35,1.73,4.16,3.81,1.25,2.39,1.45,2.56,4.05,1.95,2.13,1.83,1.45,1.65,1.31,1.82,3.75,3.25,3.12,3.5,3.12,3.0,1.25,2.25,1.5,2.5,2.88,3.25,3.12,2.88,1.75,2.12,2.0,3.38,3.0,3.62,3.25,2.75,2.75,3.12,3.75,1.75,3.0,3.25,3.0,2.75,3.25,2.12,3.62,3.12,3.5,2.88,3.12,2.62,2.12,3.0,3.0,3.0,2.25,2.38,2.88,2.75,3.12,3.0,3.25,2.88,3.0,2.88,"Operations Monitoring, Operation and Control, Critical Thinking, Monitoring, Quality Control Analysis, Active Listening, Complex Problem Solving, Troubleshooting, Speaking, Equipment Maintenance","Mathematics, Production and Processing, Mechanical, English Language, Engineering and Technology, Education and Training, Design, Administration and Management, Computers and Electronics, Physics","Arm-Hand Steadiness, Near Vision, Problem Sensitivity, Information Ordering, Control Precision, Reaction Time, Hearing Sensitivity, Oral Comprehension, Perceptual Speed, Visualization"
Computer Numerically Controlled Tool Programmers,"Develop programs to control machining or processing of materials by automatic machine tools, equipment, or systems. May also set up, operate, or maintain equipment.",3.25,3.12,3.25,3.0,3.25,2.75,2.62,1.12,2.75,3.25,2.88,1.75,2.12,2.5,3.25,3.5,2.38,3.0,3.0,3.38,2.38,4.12,3.0,3.25,2.38,1.88,2.25,2.75,3.0,3.25,3.12,2.38,3.0,3.0,3.25,3.08,2.76,1.38,1.87,2.06,2.15,4.11,2.67,3.74,1.82,2.98,3.75,3.17,1.48,1.38,1.5,1.48,1.52,1.55,3.91,4.08,1.48,2.21,1.57,2.42,3.84,1.97,2.64,1.76,1.51,1.7,1.62,1.74,2.88,2.88,3.25,3.12,3.25,2.62,1.0,2.0,1.62,2.25,2.88,3.0,3.12,3.0,1.0,2.0,1.75,2.75,3.25,3.88,2.75,3.5,2.75,2.88,3.88,1.0,3.25,3.25,3.0,2.88,3.75,1.0,3.75,2.38,3.0,2.38,3.25,1.12,1.38,3.0,3.0,3.0,1.75,2.12,2.12,2.62,2.5,2.5,3.38,2.38,3.25,3.12,"Programming, Monitoring, Operations Monitoring, Reading Comprehension, Writing, Mathematics, Critical Thinking, Active Learning, Complex Problem Solving, Judgment and Decision Making","Computers and Electronics, Mechanical, Mathematics, Production and Processing, Engineering and Technology, Design, English Language, Administration and Management, Education and Training, Administrative","Information Ordering, Near Vision, Problem Sensitivity, Perceptual Speed, Mathematical Reasoning, Visualization, Oral Comprehension, Written Comprehension, Deductive Reasoning, Inductive Reasoning"
Adhesive Bonding Machine Operators and Tenders,"Operate or tend bonding machines that use adhesives to join items for further processing or to form a completed product. Processes include joining veneer sheets into plywood; gluing paper; or joining rubber and rubberized fabric parts, plastic, simulated leather, or other materials.",2.62,3.12,2.75,3.0,2.88,2.88,2.12,1.12,2.25,2.62,2.25,1.75,1.75,1.88,2.5,3.12,1.88,3.88,1.75,3.75,2.0,1.62,3.12,3.0,3.0,1.5,2.25,2.88,3.12,2.75,2.12,1.25,3.0,3.0,2.75,2.74,2.1,1.21,1.46,2.46,1.47,2.76,2.95,1.8,1.78,2.92,2.31,3.4,1.09,1.2,1.22,1.31,1.03,1.65,2.97,3.68,1.45,2.27,1.3,1.95,4.04,2.41,2.86,2.2,1.63,1.78,1.49,1.8,3.62,3.0,3.12,3.5,3.12,3.0,1.5,3.0,1.88,3.25,2.88,3.38,3.0,1.88,1.75,2.88,2.12,2.75,3.0,3.12,3.62,2.5,2.12,3.25,3.5,1.75,2.38,3.25,3.12,2.0,3.25,2.0,3.38,3.38,3.25,2.88,3.12,1.88,1.88,3.0,3.0,2.25,2.25,3.12,3.62,2.75,3.5,2.75,3.12,2.75,3.12,2.75,"Operation and Control, Operations Monitoring, Active Listening, Speaking, Monitoring, Quality Control Analysis, Reading Comprehension, Coordination, Troubleshooting, Repairing","Production and Processing, Mechanical, English Language, Mathematics, Customer and Personal Service, Education and Training, Public Safety and Security, Computers and Electronics, Administration and Management, Chemistry","Arm-Hand Steadiness, Manual Dexterity, Static Strength, Control Precision, Trunk Strength, Near Vision, Problem Sensitivity, Finger Dexterity, Rate Control, Oral Comprehension"
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","Operate or tend machines to wash or clean products, such as barrels or kegs, glass items, tin plate, food, pulp, coal, plastic, or rubber, to remove impurities.",2.12,2.88,2.5,2.75,2.88,2.25,1.88,1.0,2.12,2.62,2.25,1.25,1.38,2.25,2.0,2.88,2.0,3.25,1.38,3.12,2.0,1.12,2.5,2.75,1.75,1.5,2.12,2.75,2.88,2.0,2.0,1.0,2.88,2.25,2.25,2.2,1.39,1.56,1.41,2.4,1.24,1.55,2.09,1.31,1.33,2.48,1.97,3.01,1.05,1.92,1.49,1.28,1.13,1.29,2.0,2.36,1.33,1.67,1.11,1.65,3.93,2.72,2.77,1.27,1.38,1.19,1.21,1.42,3.12,2.88,3.0,3.12,2.75,2.62,1.12,2.0,1.5,2.88,2.75,3.0,2.38,2.0,1.88,2.62,2.0,2.25,2.75,3.12,3.0,2.0,2.0,3.0,3.25,1.5,2.0,2.88,2.75,1.88,3.12,1.5,2.88,2.5,2.38,2.12,2.88,1.5,1.62,2.75,2.88,2.12,1.88,2.75,2.62,2.38,3.0,2.38,2.38,2.0,2.25,2.25,"Operation and Control, Operations Monitoring, Active Listening, Speaking, Critical Thinking, Monitoring, Time Management, Reading Comprehension, Social Perceptiveness, Coordination","Production and Processing, English Language, Public Safety and Security, Psychology, Education and Training, Chemistry, Mechanical, Administration and Management, Customer and Personal Service, Mathematics","Near Vision, Information Ordering, Perceptual Speed, Arm-Hand Steadiness, Control Precision, Category Flexibility, Manual Dexterity, Finger Dexterity, Multilimb Coordination, Trunk Strength"
Cooling and Freezing Equipment Operators and Tenders,"Operate or tend equipment such as cooling and freezing units, refrigerators, batch freezers, and freezing tunnels, to cool or freeze products, food, blood plasma, and chemicals.",3.0,3.0,3.5,2.88,3.62,3.12,2.75,1.5,2.75,3.12,2.5,1.75,1.88,2.75,2.38,3.5,2.38,3.75,1.88,3.88,2.5,1.75,3.12,3.0,3.12,1.75,2.38,2.75,3.12,2.38,2.25,1.62,3.0,3.12,2.88,3.29,1.98,1.55,2.15,2.53,1.76,2.44,2.41,2.75,1.55,3.0,2.73,3.38,1.0,3.33,1.77,1.31,1.29,2.12,3.08,3.41,1.09,1.73,1.18,2.52,3.85,2.2,3.07,1.3,1.56,1.72,1.18,1.55,3.25,2.75,3.0,3.12,3.5,2.62,1.12,2.25,1.62,2.88,2.88,3.12,2.75,2.88,2.0,2.12,2.25,2.25,3.0,3.0,3.12,2.38,2.12,3.0,3.75,1.75,2.75,3.0,3.12,2.38,3.25,1.88,3.62,3.0,3.12,2.25,2.88,1.75,1.88,3.0,3.0,2.25,2.25,2.88,3.12,2.38,3.12,2.88,2.75,2.62,3.0,3.0,"Operations Monitoring, Operation and Control, Critical Thinking, Monitoring, Complex Problem Solving, Speaking, Equipment Maintenance, Troubleshooting, Repairing, Quality Control Analysis","Production and Processing, Mechanical, English Language, Food Production, Administration and Management, Mathematics, Public Safety and Security, Education and Training, Design, Engineering and Technology","Near Vision, Problem Sensitivity, Deductive Reasoning, Perceptual Speed, Arm-Hand Steadiness, Oral Expression, Manual Dexterity, Finger Dexterity, Control Precision, Reaction Time"
